,x0,carat,cut,color,clarity,x,y,z,depth,table,price
22896,1,1.5,3,4,6,7.23,7.27,4.53,62.5,59.0,12672
22898,1,1.37,3,4,4,7.06,7.12,4.45,62.8,57.0,6609
22899,1,1.1,5,3,8,6.76,6.7,4.01,59.7,58.0,6616
22900,1,0.91,4,5,4,6.26,6.21,3.87,62.1,56.0,3096
22903,1,0.74,3,6,5,5.8,5.84,3.57,61.3,58.0,3009
22906,1,0.92,5,5,6,6.25,6.3,3.84,61.2,56.0,5805
22907,1,0.31,4,4,5,4.34,4.31,2.7,62.4,55.0,593
22911,1,1.27,4,4,6,6.93,6.97,4.24,61.0,60.0,8549
22916,1,0.5,1,6,4,4.96,4.91,3.22,65.2,57.0,1141
22917,1,0.9,3,6,4,6.15,5.99,3.85,63.4,56.0,3187
22921,1,0.5,5,1,6,5.1,5.14,3.17,61.9,54.0,1054
22923,1,0.91,4,6,5,6.18,6.15,3.83,62.1,58.0,4256
22924,1,0.38,5,3,8,4.62,4.66,2.89,62.2,54.6,832
22925,1,2.06,4,2,4,8.32,8.26,4.98,60.1,58.0,14982
22931,1,0.56,5,7,5,5.26,5.33,3.3,62.3,56.0,1723
22934,1,0.29,5,3,7,4.27,4.31,2.64,61.8,57.0,498
22935,1,0.33,3,5,6,4.45,4.5,2.74,61.2,58.0,666
22938,1,0.53,5,1,4,5.2,5.23,3.23,61.9,54.0,856
22939,1,0.71,5,5,7,5.69,5.72,3.53,61.9,56.0,3710
22940,1,1.2,3,7,5,6.75,6.78,4.23,62.4,58.0,7646
22941,1,1.02,4,5,4,6.45,6.38,4.02,62.7,59.0,4227
22942,1,0.32,4,2,7,4.39,4.35,2.68,61.3,58.0,648
22944,1,0.3,4,2,9,4.27,4.24,2.66,62.5,60.0,709
22945,1,1.0,5,5,6,6.43,6.48,4.0,62.0,55.0,5844
22952,1,0.32,2,5,6,4.34,4.38,2.76,63.3,57.0,602
22953,1,0.52,5,4,8,5.12,5.15,3.22,62.7,55.0,1906
22957,1,0.4,2,5,9,4.71,4.73,2.92,61.9,61.0,1349
22959,1,0.56,5,4,10,5.3,5.32,3.29,62.0,54.0,2321
22962,1,0.32,4,4,6,4.42,4.38,2.67,60.7,58.0,720
22969,1,1.01,2,4,5,6.32,6.36,4.01,63.2,59.0,5021
22971,1,0.73,5,2,6,5.82,5.84,3.59,61.6,55.0,2756
22975,1,0.34,5,5,5,4.52,4.55,2.77,61.1,56.0,537
22977,1,1.75,3,3,7,7.63,7.53,4.8,63.3,56.0,14359
22983,1,0.81,5,6,4,6.1,6.06,3.66,60.2,57.0,2938
22985,1,0.83,5,5,5,6.03,6.07,3.75,62.0,55.0,3774
22986,1,1.05,2,6,7,6.45,6.49,4.08,63.1,59.0,7826
22988,1,0.23,3,4,9,3.92,3.96,2.42,61.5,56.0,484
22990,1,0.42,5,4,9,4.84,4.78,2.97,61.7,55.0,1235
22995,1,0.51,1,5,5,5.03,5.09,3.3,65.2,57.0,1193
22996,1,2.16,3,2,5,8.49,8.54,4.98,58.5,60.0,17772
22999,1,0.71,4,5,4,5.77,5.72,3.48,60.6,58.0,2363
23001,1,0.32,5,1,6,4.4,4.37,2.76,62.9,56.0,504
23003,1,0.71,5,6,7,5.72,5.74,3.55,62.0,56.0,3516
23004,1,1.12,5,7,6,6.66,6.63,4.12,62.0,55.0,8430
23005,1,0.55,4,6,6,5.37,5.32,3.16,59.1,62.0,1664
23016,1,1.55,5,3,4,7.39,7.43,4.6,62.1,57.0,8678
23020,1,0.31,3,5,5,4.34,4.37,2.64,60.6,60.0,516
23023,1,0.5,4,6,6,5.09,5.05,3.16,62.3,60.0,1746
23027,1,0.71,5,4,5,5.73,5.76,3.54,61.6,56.0,2649
23033,1,1.57,3,3,6,7.46,7.4,4.71,63.4,56.0,9407
23036,1,0.76,3,1,7,6.12,5.93,3.55,59.3,63.0,2036
23037,1,0.5,2,4,9,5.07,5.1,3.22,63.3,56.0,1966
23038,1,0.75,4,6,5,5.9,5.84,3.51,59.8,60.0,2360
23041,1,1.09,5,6,8,6.66,6.7,4.07,60.9,56.0,10333
23043,1,1.21,5,4,6,6.77,6.87,4.23,62.0,56.0,7666
23045,1,0.46,4,5,7,4.93,4.79,3.06,63.0,57.0,1139
23047,1,1.0,3,6,4,6.41,6.35,4.05,63.5,54.0,4480
23056,1,0.26,3,6,8,4.12,4.13,2.51,60.8,61.0,564
23058,1,0.54,5,7,6,5.29,5.19,3.2,61.1,57.0,1993
23059,1,0.93,5,6,5,6.37,6.42,3.81,59.6,57.0,4700
23062,1,0.41,5,4,10,4.76,4.79,2.98,62.4,54.0,1259
23064,1,0.32,5,7,8,4.4,4.44,2.71,61.3,55.0,867
23067,1,1.0,4,6,5,6.37,6.46,3.97,61.9,60.0,5445
23068,1,0.34,5,3,5,4.52,4.58,2.76,60.7,56.0,490
23075,1,0.7,3,1,5,5.66,5.7,3.47,61.1,60.0,1959
23076,1,1.36,2,4,5,6.97,6.94,4.44,63.8,55.0,7639
23081,1,0.32,5,3,8,4.39,4.37,2.71,61.9,55.0,828
23086,1,0.3,5,7,6,4.32,4.36,2.66,61.3,56.0,670
23087,1,0.78,5,5,5,5.94,5.98,3.64,61.1,56.0,2923
23091,1,0.3,3,2,9,4.29,4.27,2.7,63.1,57.0,709
23092,1,1.5,3,6,6,7.29,7.34,4.51,61.7,60.0,13710
23093,1,1.2,2,5,9,6.74,6.71,4.28,63.6,57.0,11182
23097,1,0.54,5,5,6,5.32,5.26,3.19,60.3,55.0,1786
23098,1,0.96,1,3,3,6.22,6.06,3.78,61.5,63.0,1637
23099,1,1.35,4,1,6,7.13,7.08,4.35,61.2,61.0,4974
23101,1,0.77,5,2,7,5.86,5.9,3.61,61.4,56.0,2635
23116,1,0.44,5,2,7,4.89,4.92,3.01,61.4,55.0,1245
23117,1,1.05,5,4,6,6.54,6.52,4.03,61.7,56.0,6350
23120,1,0.7,4,7,4,5.71,5.68,3.52,61.8,55.0,2222
23129,1,0.72,3,3,6,5.7,5.75,3.6,62.9,58.0,2396
23134,1,1.07,4,5,7,6.52,6.49,4.06,62.4,58.0,7232
23139,1,0.57,5,3,9,5.33,5.38,3.31,61.8,55.0,1929
23142,1,0.54,2,3,6,5.2,5.24,3.3,63.2,55.0,1338
23145,1,1.5,4,6,7,7.28,7.21,4.53,62.5,58.0,16169
23149,1,0.31,4,3,10,4.33,4.36,2.68,61.7,58.0,816
23151,1,1.01,3,3,6,6.41,6.36,4.03,63.1,56.0,5034
23154,1,0.4,5,6,4,4.68,4.71,2.94,62.6,54.0,644
23159,1,1.51,3,4,4,7.23,7.19,4.55,63.1,58.0,7154
23162,1,0.9,1,2,7,6.0,5.96,3.9,65.2,60.0,3387
23165,1,0.44,3,1,7,4.86,4.82,3.06,63.2,57.0,891
23175,1,2.38,4,1,5,8.54,8.46,5.31,62.4,58.0,12364
23179,1,1.18,5,2,5,6.79,6.77,4.21,62.1,56.0,5154
23181,1,0.4,5,6,5,4.77,4.81,2.9,60.5,57.0,737
23189,1,0.3,3,6,10,4.29,4.32,2.62,60.9,59.0,949
23191,1,1.27,5,2,5,6.95,6.9,4.32,62.4,56.0,5690
23192,1,0.9,3,5,5,6.16,6.09,3.87,63.2,56.0,4158
23201,1,1.01,5,4,6,6.47,6.44,3.97,61.4,58.0,6618
23205,1,1.27,5,5,6,6.9,6.86,4.32,62.8,56.0,6543
23206,1,1.02,3,1,4,6.38,6.42,4.05,63.3,56.0,3745
23207,1,0.3,4,4,8,4.3,4.32,2.63,61.0,60.0,684
23211,1,0.4,3,6,7,4.71,4.75,2.95,62.4,54.0,1053
23212,1,1.13,5,2,4,6.59,6.7,4.13,61.7,57.0,4307
23213,1,0.31,5,6,6,4.32,4.38,2.68,61.6,56.0,680
23224,1,1.2,5,3,5,6.79,6.76,4.26,62.9,57.0,5510
23226,1,1.8,5,5,5,7.79,7.83,4.83,61.8,57.0,16364
23227,1,0.78,5,6,6,5.95,5.89,3.67,62.0,55.0,3276
23230,1,1.29,3,6,7,6.99,6.93,4.3,61.8,57.0,10780
23232,1,1.05,5,5,8,6.55,6.52,4.06,62.1,54.0,9257
23234,1,0.51,4,7,5,5.22,5.2,3.14,60.3,59.0,1687
23235,1,0.52,5,4,5,5.2,5.24,3.2,61.3,55.0,1389
23237,1,1.07,4,4,7,6.66,6.7,3.98,59.6,58.0,5967
23238,1,1.58,5,2,7,7.43,7.46,4.64,62.4,54.0,10920
23242,1,1.0,3,4,7,6.48,6.54,3.85,59.1,61.0,6435
23243,1,1.01,2,5,9,6.33,6.39,4.02,63.2,56.0,9012
23247,1,0.38,4,4,7,4.68,4.63,2.88,61.9,56.0,1069
23248,1,1.58,5,1,5,7.53,7.5,4.63,61.6,56.0,7592
23250,1,0.31,4,3,10,4.43,4.41,2.67,60.4,58.0,977
23252,1,0.56,5,5,6,5.29,5.28,3.28,62.1,57.0,1814
23253,1,0.8,5,4,6,6.02,6.07,3.7,61.2,57.0,2969
23254,1,2.02,3,2,4,7.93,8.0,5.04,63.3,59.0,11390
23255,1,1.52,5,4,6,7.38,7.45,4.56,61.5,56.0,13153
23256,1,0.9,2,5,6,6.21,6.26,3.74,60.0,58.0,4655
23258,1,1.2,3,3,6,6.78,6.74,4.28,63.3,59.0,6833
23270,1,1.09,5,5,5,6.61,6.56,4.08,62.0,56.0,5768
23273,1,1.49,5,5,8,7.36,7.38,4.5,61.1,58.0,18614
23274,1,0.47,5,4,10,4.99,5.02,3.11,62.1,54.0,1814
23275,1,1.13,5,4,4,6.64,6.72,4.06,60.8,56.0,4707
23280,1,0.34,5,6,7,4.5,4.45,2.74,61.2,57.0,1033
23286,1,0.32,4,2,5,4.34,4.37,2.73,62.7,58.0,432
23288,1,0.59,5,6,5,5.36,5.33,3.36,62.9,57.0,1789
23289,1,1.05,4,5,8,6.56,6.48,4.0,61.3,59.0,8693
23296,1,0.31,5,4,10,4.35,4.38,2.69,61.6,55.0,891
23298,1,0.31,5,4,9,4.36,4.34,2.73,62.8,53.0,1046
23302,1,0.32,4,3,6,4.47,4.44,2.7,60.6,58.0,648
23306,1,0.71,5,4,5,5.73,5.7,3.56,62.3,56.0,2317
23309,1,1.15,3,3,5,6.72,6.8,4.12,60.9,57.0,5047
23310,1,1.02,4,3,5,6.58,6.51,3.96,60.5,60.0,4884
23311,1,0.42,5,5,9,4.84,4.81,2.99,62.0,55.0,1389
23317,1,1.16,3,2,5,6.64,6.69,4.19,62.9,58.0,4586
23321,1,2.05,4,4,4,8.2,8.3,4.96,60.1,59.0,16357
23324,1,0.33,5,3,7,4.41,4.46,2.74,61.8,56.0,579
23326,1,0.55,5,6,5,5.33,5.3,3.22,60.6,56.0,1668
23331,1,0.33,5,7,6,4.43,4.47,2.75,61.8,54.0,681
23332,1,1.5,3,6,4,7.17,7.23,4.52,62.8,57.0,8538
23333,1,0.58,5,4,6,5.33,5.36,3.31,61.9,55.0,1761
23336,1,0.63,5,1,5,5.47,5.52,3.39,61.8,56.0,1565
23337,1,1.52,4,4,5,7.39,7.33,4.58,62.2,58.0,8512
23342,1,1.55,5,3,10,7.47,7.42,4.57,61.4,57.0,13544
23352,1,1.5,4,3,7,7.27,7.31,4.53,62.1,59.0,11088
23356,1,1.1,3,4,9,6.59,6.67,4.07,61.4,60.0,9257
23359,1,0.37,3,6,8,4.68,4.73,2.79,59.3,58.0,843
23365,1,0.5,5,5,8,5.09,5.11,3.17,62.2,54.0,2052
23367,1,0.46,2,5,7,5.11,5.05,2.87,56.5,61.0,1157
23368,1,2.03,4,2,6,8.37,8.34,4.89,58.5,60.0,16309
23371,1,0.32,5,3,8,4.43,4.46,2.74,61.6,55.0,628
23376,1,0.31,5,5,10,4.38,4.41,2.71,61.7,56.0,901
23379,1,1.5,4,3,5,7.39,7.31,4.56,59.0,62.0,10038
23383,1,0.7,5,5,8,5.73,5.75,3.5,61.0,57.0,3478
23386,1,0.32,4,5,9,4.4,4.43,2.68,60.7,58.0,1235
23388,1,2.03,5,4,5,8.17,8.3,4.95,60.0,55.8,18757
23396,1,0.56,5,4,7,5.37,5.41,3.25,60.3,57.0,1824
23400,1,0.71,1,5,10,5.87,5.81,3.43,58.7,62.0,3205
23406,1,0.56,5,5,7,5.32,5.28,3.27,61.7,54.0,2016
23409,1,1.2,3,6,7,6.94,7.0,4.14,59.4,56.0,9904
23410,1,0.27,3,7,6,4.06,4.1,2.57,63.0,57.0,419
23412,1,1.51,4,2,6,7.42,7.36,4.43,59.9,60.0,10010
23413,1,1.6,5,2,5,7.45,7.5,4.66,62.4,53.5,9407
23414,1,0.9,5,2,5,6.25,6.22,3.79,60.8,57.0,3251
23415,1,1.5,4,4,7,7.44,7.39,4.39,59.2,59.0,13720
23416,1,0.33,5,4,6,4.45,4.47,2.79,62.6,57.0,579
23419,1,0.7,1,4,5,5.65,5.56,3.63,64.8,59.0,2016
23421,1,0.3,2,3,7,4.26,4.28,2.73,63.9,55.0,526
23422,1,0.3,5,6,9,4.34,4.39,2.64,60.5,57.0,895
23423,1,0.72,2,7,4,5.64,5.71,3.64,64.1,57.0,2254
23425,1,1.0,1,3,7,6.3,6.26,4.06,64.6,59.0,5242
23426,1,0.77,4,4,4,5.99,5.96,3.64,61.2,58.0,1996
23428,1,1.04,5,4,6,6.45,6.54,4.06,62.5,57.0,6012
23431,1,0.42,4,5,5,4.83,4.87,2.95,60.8,58.0,773
23435,1,1.01,4,7,4,6.46,6.39,3.95,61.5,56.0,4805
23444,1,0.33,5,2,10,4.45,4.41,2.72,61.4,56.0,891
23445,1,0.71,5,5,6,5.72,5.76,3.57,62.2,55.0,3405
23450,1,2.04,5,1,5,8.08,8.12,5.07,62.6,55.0,12696
23451,1,1.11,5,2,7,6.67,6.7,4.09,61.2,57.0,6758
23453,1,0.43,4,6,4,4.86,4.88,2.96,60.8,58.0,716
23455,1,2.0,3,1,6,8.05,8.17,4.92,60.7,60.0,13542
23457,1,0.9,2,3,4,6.05,6.02,3.87,64.1,58.0,3105
23463,1,0.74,3,3,4,5.78,5.75,3.64,63.1,56.0,2264
23464,1,0.5,3,6,6,5.06,5.03,3.19,63.2,56.0,1397
23466,1,0.51,2,1,6,5.1,5.13,3.23,63.1,56.0,984
23468,1,0.34,5,6,4,4.49,4.52,2.76,61.3,55.0,454
23470,1,0.5,5,4,6,5.11,5.05,3.18,62.6,57.0,1424
23473,1,0.72,3,6,6,5.66,5.69,3.62,63.8,57.0,3035
23477,1,0.3,3,4,5,4.29,4.32,2.56,59.5,63.0,447
23480,1,0.8,2,4,4,5.88,5.83,3.73,63.7,58.0,2484
23488,1,0.56,5,7,9,5.28,5.31,3.27,61.8,56.0,3270
23489,1,0.46,5,1,9,4.89,4.93,3.07,62.5,56.0,953
23491,1,2.01,5,5,4,8.1,8.05,5.0,61.9,55.0,18395
23494,1,2.01,1,7,4,7.87,7.76,5.23,66.9,57.0,16086
23501,1,0.76,2,4,5,6.05,5.97,3.47,57.7,63.0,2447
23503,1,0.5,4,6,4,5.12,5.06,3.14,61.7,58.0,1240
23507,1,0.23,5,6,8,3.92,3.99,2.47,62.5,57.0,530
23510,1,0.36,5,1,8,4.61,4.63,2.85,61.7,55.0,525
23512,1,0.4,5,3,8,4.72,4.77,2.92,61.4,55.7,905
23513,1,0.53,5,4,8,5.19,5.23,3.18,61.0,56.0,1895
23514,1,1.24,3,1,5,6.99,7.04,4.21,60.0,59.0,5231
23515,1,0.9,3,1,7,6.11,6.21,3.85,62.5,56.0,3188
23520,1,1.04,4,4,4,6.57,6.49,4.06,62.2,59.0,3861
23526,1,0.41,4,6,9,4.77,4.75,2.96,62.2,58.0,1431
23529,1,0.9,3,5,6,6.17,6.24,3.86,62.2,57.0,4617
23530,1,0.41,5,6,6,4.79,4.72,2.95,62.0,56.0,999
23531,1,0.79,5,5,5,5.96,6.01,3.67,61.3,56.0,3163
23533,1,0.33,5,5,9,4.47,4.52,2.76,61.4,55.0,893
23534,1,0.3,3,5,5,4.31,4.34,2.61,60.3,61.0,471
23543,1,0.51,2,6,4,5.08,5.12,3.23,63.3,56.0,1130
23545,1,0.71,1,5,5,5.84,5.87,3.34,57.0,62.0,2149
23546,1,1.01,3,5,5,6.38,6.42,3.99,62.3,55.0,5789
23547,1,0.33,4,4,10,4.42,4.46,2.7,60.8,58.0,984
23550,1,0.3,5,4,9,4.31,4.35,2.67,61.7,57.0,764
23551,1,0.53,5,7,4,5.21,5.24,3.22,61.6,55.0,1316
23552,1,0.73,4,7,6,5.82,5.77,3.53,60.9,59.0,2947
23554,1,0.72,5,4,4,5.76,5.83,3.56,61.4,56.0,2297
23556,1,1.2,4,3,6,6.88,6.82,4.15,60.6,58.0,6666
23562,1,0.42,5,3,9,4.8,4.85,2.98,61.8,55.0,969
23567,1,1.11,5,5,6,6.73,6.66,4.04,60.4,58.0,7275
23570,1,0.32,3,6,5,4.38,4.43,2.73,62.0,60.0,486
23571,1,1.54,4,4,6,7.46,7.4,4.58,61.6,59.0,12308
23573,1,0.88,5,2,5,6.14,6.18,3.8,61.7,56.0,3328
23576,1,0.73,4,1,7,5.83,5.78,3.56,61.3,61.0,2037
23578,1,1.02,5,6,4,6.52,6.46,4.0,61.6,55.0,4912
23579,1,1.37,5,2,6,7.18,7.2,4.42,61.5,55.0,7346
23587,1,0.33,5,4,7,4.48,4.45,2.78,62.3,54.0,854
23588,1,2.01,1,1,6,7.82,7.78,5.06,64.9,60.0,13744
23594,1,1.0,5,3,4,6.59,6.65,3.93,59.4,55.0,4295
23596,1,0.5,4,6,6,5.07,5.09,3.15,62.0,58.0,1559
23599,1,1.12,4,4,4,6.7,6.64,4.07,61.0,60.0,3838
23601,1,0.7,5,7,8,5.75,5.78,3.5,60.7,57.0,5539
23603,1,0.3,4,4,10,4.35,4.39,2.63,60.2,58.0,895
23604,1,0.38,3,6,10,4.77,4.84,2.86,59.5,57.0,1421
23605,1,0.71,5,4,4,5.74,5.78,3.54,61.5,55.0,2264
23606,1,0.54,5,6,5,5.24,5.19,3.24,62.1,56.0,1637
23610,1,1.5,3,1,7,7.24,7.2,4.57,63.3,57.0,8896
23618,1,1.62,5,4,7,7.44,7.51,4.69,62.7,56.0,15246
23620,1,1.08,5,6,4,6.55,6.6,4.06,61.7,57.0,4989
23621,1,0.81,5,3,5,5.92,5.97,3.68,61.9,56.0,3514
23623,1,1.6,5,1,5,7.48,7.42,4.68,62.8,55.0,8418
23625,1,0.3,5,4,10,4.34,4.39,2.65,60.7,57.0,863
23628,1,1.52,4,2,8,7.41,7.37,4.55,61.6,58.0,11021
23632,1,0.3,5,2,6,4.27,4.29,2.66,62.1,58.0,389
23635,1,1.24,3,6,7,6.96,6.99,4.18,59.9,61.0,10202
23637,1,2.01,4,1,9,8.1,7.89,5.0,62.2,58.0,15836
23638,1,0.31,5,7,6,4.34,4.31,2.69,62.2,54.0,942
23641,1,0.32,5,6,9,4.42,4.39,2.72,61.7,55.0,1020
23646,1,0.41,5,6,5,4.78,4.74,2.97,62.4,55.0,969
23648,1,1.74,5,3,5,7.74,7.71,4.78,61.9,55.0,12720
23651,1,0.92,5,7,4,6.32,6.35,3.82,60.3,56.0,3997
23654,1,1.56,3,2,7,7.65,7.7,4.47,58.2,59.0,10523
23656,1,0.6,5,6,5,5.43,5.45,3.33,61.2,57.0,2069
23662,1,0.9,1,4,5,6.04,5.95,3.92,65.4,57.0,3145
23663,1,0.32,5,4,9,4.4,4.43,2.73,61.8,54.0,814
23664,1,0.33,5,4,9,4.42,4.45,2.74,61.8,55.0,868
23667,1,0.9,5,1,10,6.17,6.14,3.83,62.2,57.0,3677
23670,1,1.51,4,1,6,7.2,7.17,4.51,62.8,59.0,7553
23671,1,0.72,3,2,6,5.76,5.79,3.53,61.1,56.0,2337
23673,1,0.31,4,2,7,4.33,4.29,2.7,62.6,59.0,628
23674,1,0.33,2,4,10,4.55,4.57,2.64,57.9,60.0,984
23675,1,0.34,3,4,10,4.59,4.63,2.74,59.4,56.0,917
23681,1,0.7,3,6,7,5.61,5.65,3.59,63.8,57.0,3177
23684,1,1.14,4,5,9,6.79,6.74,4.11,60.8,58.0,10878
23685,1,4.5,1,1,3,10.23,10.16,6.72,65.8,58.0,18531
23686,1,0.52,5,4,6,5.15,5.18,3.2,61.9,55.0,1549
23691,1,0.3,4,5,10,4.35,4.32,2.67,61.6,58.0,1013
23694,1,0.71,3,7,5,5.64,5.68,3.6,63.6,58.0,2764
23697,1,0.5,1,6,5,5.09,5.03,3.12,61.7,68.0,1238
23702,1,0.39,4,1,7,4.71,4.67,2.89,61.6,59.0,790
23705,1,1.24,5,1,5,6.95,6.88,4.28,61.9,56.0,5125
23709,1,0.5,5,5,9,5.06,5.07,3.14,62.0,58.0,2018
23710,1,0.91,5,5,6,6.18,6.2,3.89,62.8,57.0,5214
23713,1,0.31,3,5,7,4.37,4.38,2.66,60.9,56.0,675
23714,1,0.3,5,4,7,4.25,4.31,2.7,63.1,55.0,624
23718,1,1.05,4,3,7,6.62,6.59,3.97,60.1,57.0,5886
23719,1,1.53,4,1,9,7.35,7.39,4.54,61.6,59.0,9384
23722,1,1.2,3,4,4,6.79,6.87,4.24,62.1,56.0,5183
23726,1,0.5,1,4,7,5.13,5.09,3.08,60.3,66.0,1327
23730,1,1.01,5,1,4,6.5,6.45,3.99,61.6,55.0,3801
23731,1,1.16,2,5,4,6.78,6.75,4.11,60.8,65.0,4131
23732,1,1.16,5,1,5,6.75,6.78,4.18,61.8,55.0,5124
23733,1,0.31,5,4,9,4.38,4.41,2.72,61.9,54.0,789
23735,1,1.03,5,7,5,6.51,6.57,4.0,61.2,55.0,5804
23739,1,0.91,3,2,8,6.1,6.06,3.86,63.5,59.0,3618
23740,1,0.31,5,4,9,4.33,4.36,2.71,62.4,56.0,772
23741,1,0.81,5,5,10,5.98,6.05,3.7,61.5,55.0,6338
23742,1,0.56,5,2,9,5.29,5.33,3.29,62.0,57.0,1580
23745,1,0.67,2,4,6,5.5,5.47,3.5,63.8,60.0,1990
23747,1,0.41,2,5,5,4.74,4.68,3.01,63.9,56.0,969
23750,1,1.0,2,6,8,6.31,6.36,4.02,63.5,55.0,8750
23751,1,2.02,3,4,4,8.06,8.11,5.08,62.8,55.0,15877
23752,1,0.58,5,6,6,5.36,5.44,3.29,60.9,59.0,1698
23755,1,0.9,4,2,5,6.19,6.15,3.83,62.1,59.0,3121
23756,1,0.51,5,4,7,5.1,5.08,3.19,62.7,56.0,1781
23762,1,1.32,5,5,5,7.11,7.05,4.36,61.6,56.0,7079
23765,1,1.13,1,5,4,6.58,6.52,4.22,64.4,56.0,4176
23769,1,2.04,2,3,5,8.31,8.36,4.87,58.4,60.0,18026
23770,1,1.25,4,5,6,6.98,6.93,4.23,60.8,58.0,9702
23779,1,0.7,3,3,5,5.72,5.76,3.51,61.1,56.0,2548
23781,1,0.31,3,3,5,4.36,4.39,2.7,61.7,59.0,435
23786,1,0.27,3,3,8,4.12,4.16,2.59,62.5,55.0,504
23787,1,0.3,3,6,8,4.28,4.31,2.68,62.4,58.0,622
23789,1,2.03,4,1,5,8.06,8.12,5.02,62.1,59.0,12862
23790,1,1.0,3,4,6,6.31,6.27,3.99,63.4,57.0,5806
23792,1,0.4,4,6,5,4.73,4.7,2.96,62.8,59.0,907
23795,1,0.37,5,6,6,4.59,4.62,2.83,61.5,56.0,811
23796,1,0.33,5,3,10,4.44,4.48,2.77,62.1,54.0,838
23797,1,1.13,4,4,9,6.87,6.79,4.05,59.3,59.0,8868
23801,1,0.73,5,3,4,5.78,5.72,3.58,62.3,56.0,2278
23805,1,1.04,5,3,7,6.42,6.46,4.04,62.7,57.0,5577
23809,1,0.36,5,5,10,4.58,4.62,2.84,61.7,55.0,1210
23811,1,0.42,4,5,9,4.81,4.84,2.92,60.5,58.0,1326
23813,1,0.43,4,4,9,4.87,4.85,2.98,61.3,57.0,1264
23815,1,2.14,4,2,4,8.41,8.37,5.04,60.1,58.0,15915
23827,1,0.41,3,2,9,4.78,4.82,2.97,61.9,57.0,863
23833,1,1.32,3,1,6,7.01,7.04,4.36,62.1,57.0,6079
23836,1,0.53,5,7,6,5.2,5.17,3.22,62.1,55.0,1956
23839,1,0.51,5,6,6,5.16,5.13,3.19,62.0,54.0,1614
23843,1,0.75,4,2,6,5.93,5.9,3.55,60.0,57.0,2329
23844,1,0.31,3,6,5,4.29,4.32,2.71,63.0,57.0,544
23845,1,0.71,3,5,4,5.7,5.76,3.53,61.6,59.0,2326
23850,1,0.73,5,6,4,5.8,5.88,3.58,61.3,54.0,2431
23851,1,0.3,4,7,5,4.28,4.25,2.65,62.1,58.0,709
23853,1,2.25,4,2,4,8.42,8.35,5.19,61.9,59.0,11114
23854,1,0.9,3,2,7,6.12,6.18,3.81,62.0,61.0,3880
23856,1,0.42,5,5,7,4.82,4.8,2.96,61.6,56.0,1082
23857,1,0.9,4,2,6,6.12,6.02,3.81,62.8,61.0,3246
23862,1,0.6,5,5,8,5.37,5.4,3.34,62.0,55.0,2822
23863,1,0.45,4,2,9,4.9,4.88,3.08,63.0,56.0,1013
23864,1,0.5,5,6,6,5.17,5.12,3.14,61.0,56.0,1629
23866,1,1.14,5,2,6,6.71,6.67,4.21,62.9,56.0,5075
23868,1,0.7,1,2,6,5.55,5.49,3.57,64.7,60.0,2117
23869,1,0.9,4,6,7,6.19,6.1,3.83,62.3,56.0,4914
23870,1,0.32,4,3,6,4.41,4.39,2.7,61.4,60.0,648
23874,1,1.01,3,7,5,6.33,6.38,4.0,62.9,58.0,5731
23875,1,0.65,5,3,10,5.6,5.62,3.45,61.5,55.0,3065
23880,1,0.34,5,3,5,4.48,4.46,2.8,62.6,56.0,628
23881,1,1.11,5,3,4,6.59,6.66,4.14,62.7,57.0,4578
23883,1,0.82,5,6,4,5.94,5.98,3.73,62.6,55.0,3131
23884,1,0.51,4,4,8,5.21,5.18,3.07,59.1,59.0,1974
23885,1,0.73,5,3,7,5.79,5.76,3.58,61.9,55.0,2919
23891,1,0.71,5,3,6,5.74,5.77,3.56,61.9,55.0,3189
23893,1,0.32,3,5,7,4.37,4.39,2.72,62.2,55.0,616
23895,1,0.3,4,7,6,4.27,4.22,2.67,62.9,59.0,911
23897,1,2.05,5,4,4,8.11,8.16,5.01,61.6,56.0,18017
23898,1,0.96,5,4,4,6.3,6.34,3.92,62.0,58.0,3945
23899,1,0.38,5,5,8,4.61,4.64,2.9,62.7,56.0,1033
23901,1,0.51,2,7,6,5.0,5.05,3.2,63.7,57.0,1549
23903,1,0.31,3,4,8,4.29,4.33,2.7,62.6,57.0,707
23905,1,0.77,3,4,5,5.82,5.84,3.67,63.0,59.0,2670
23913,1,1.12,5,6,7,6.7,6.72,4.11,61.3,56.0,8991
23915,1,1.31,4,1,5,7.11,7.06,4.3,60.7,58.0,4475
23916,1,0.41,4,4,6,4.74,4.71,2.96,62.6,58.0,1061
23930,1,1.7,2,4,5,7.89,7.85,4.58,58.2,64.0,11180
23931,1,0.53,3,6,6,5.26,5.31,3.08,58.3,62.0,1607
23933,1,1.0,2,5,4,6.28,6.33,4.02,63.8,58.0,4081
23935,1,0.49,2,5,7,5.08,5.18,3.04,59.2,60.9,1294
23936,1,1.01,4,6,8,6.42,6.39,3.96,61.8,59.0,9711
23944,1,0.57,5,5,6,5.35,5.37,3.3,61.6,55.0,1737
23948,1,0.75,2,5,7,5.67,5.72,3.66,64.4,59.0,2953
23960,1,0.66,3,6,9,5.6,5.66,3.48,61.8,55.0,3309
23961,1,0.3,5,7,5,4.29,4.34,2.65,61.4,55.0,552
23962,1,1.5,4,3,5,7.27,7.34,4.58,62.7,58.0,9768
23969,1,1.02,2,5,4,6.25,6.29,4.02,64.1,60.0,4179
23979,1,0.46,5,3,5,4.99,5.02,3.09,61.7,55.0,807
