,x0,carat,cut,color,clarity,x,y,z,depth,table,price
27919,1,0.91,3,3,5,6.18,6.1,3.89,63.4,56.0,3771
27920,1,0.71,4,3,10,5.74,5.67,3.59,62.9,60.0,3349
27921,1,0.38,5,1,5,4.66,4.7,2.9,62.0,54.0,525
27922,1,0.39,4,5,9,4.68,4.64,2.92,62.7,57.0,1290
27924,1,0.43,4,6,4,4.85,4.83,2.99,61.8,60.0,882
27925,1,1.03,4,4,5,6.55,6.52,3.93,60.1,60.0,5581
27926,1,0.55,5,6,5,5.3,5.33,3.22,60.6,56.0,1551
27927,1,0.38,5,7,5,4.67,4.69,2.89,61.8,55.0,884
27928,1,0.37,5,2,5,4.6,4.62,2.8,60.7,60.0,532
27929,1,0.31,2,3,8,4.32,4.28,2.74,63.7,55.0,802
27931,1,0.7,3,5,6,5.75,5.85,3.45,59.5,58.0,2812
27932,1,1.2,1,2,3,6.57,6.05,4.37,66.7,57.0,2376
27933,1,0.31,5,5,6,4.32,4.34,2.68,61.9,57.0,583
27934,1,0.33,4,4,7,4.41,4.45,2.76,62.3,58.0,666
27935,1,0.35,3,4,9,4.58,4.62,2.73,59.3,61.0,921
27936,1,0.7,4,2,9,5.65,5.69,3.47,61.2,59.0,2513
27937,1,0.55,5,5,4,5.27,5.22,3.27,62.3,57.0,1263
27938,1,0.7,2,2,5,5.63,5.66,3.6,63.8,57.0,2034
27940,1,0.31,5,1,8,4.31,4.33,2.68,62.0,56.1,468
27942,1,0.41,3,6,4,4.77,4.8,2.96,61.9,55.0,683
27943,1,0.78,5,4,6,5.9,5.86,3.65,62.0,57.0,3590
27944,1,0.41,5,2,5,4.77,4.8,2.95,61.7,55.0,561
27945,1,0.3,5,5,6,4.29,4.27,2.69,62.9,57.0,776
27946,1,0.76,1,4,7,5.89,5.8,3.46,59.0,70.0,2800
27948,1,0.36,5,7,5,4.65,4.61,2.79,60.3,56.0,851
27949,1,0.31,4,4,6,4.34,4.31,2.66,61.5,60.0,698
27950,1,0.9,4,3,4,6.32,6.29,3.75,59.5,60.0,2927
27951,1,0.58,5,6,6,5.42,5.35,3.32,61.7,57.0,1809
27952,1,1.08,5,3,4,6.65,6.55,4.06,62.0,57.0,3629
27953,1,0.82,4,7,4,6.01,5.99,3.7,61.7,56.0,3159
27954,1,1.51,3,4,8,7.28,7.34,4.54,62.1,59.0,13337
27955,1,1.21,4,5,4,6.99,6.94,4.11,59.0,60.0,6092
27960,1,1.13,5,5,3,6.63,6.68,4.14,62.2,55.0,3542
27962,1,1.2,5,3,5,6.76,6.73,4.23,62.7,55.0,6512
27963,1,0.74,3,5,5,5.82,5.85,3.59,61.5,58.0,2583
27965,1,0.31,5,6,9,4.39,4.43,2.7,61.3,56.0,1064
27966,1,1.0,4,6,4,6.41,6.36,3.92,61.4,61.0,4704
27967,1,1.09,4,7,4,6.65,6.62,4.07,61.3,58.0,5042
27968,1,1.04,3,5,6,6.56,6.61,3.96,60.1,59.0,6342
27969,1,0.51,3,7,6,5.07,5.1,3.2,62.9,56.0,1597
27970,1,0.24,3,6,9,4.03,4.08,2.48,61.2,55.0,485
27971,1,0.36,4,2,6,4.54,4.58,2.86,62.7,59.0,505
27972,1,0.34,5,5,4,4.51,4.53,2.8,61.9,54.0,426
27973,1,1.68,5,6,4,7.7,7.79,4.68,60.4,55.0,11781
27976,1,1.33,2,7,4,7.22,7.12,4.23,59.0,64.0,6152
27977,1,1.09,4,6,4,6.72,6.6,4.0,60.1,62.0,4102
27979,1,0.59,4,3,5,5.43,5.34,3.33,61.9,59.0,1265
27980,1,1.2,5,7,4,6.81,6.88,4.22,61.7,56.0,6619
27981,1,0.26,5,7,8,4.1,4.17,2.54,61.4,55.0,777
27982,1,1.01,2,5,6,6.32,6.38,3.97,62.5,62.0,6089
27984,1,0.9,3,1,7,6.13,6.18,3.84,62.4,57.0,3643
27985,1,1.02,4,5,6,6.4,6.45,4.01,62.4,59.0,6652
27988,1,0.31,3,3,5,4.35,4.39,2.67,61.1,55.0,446
27989,1,1.01,2,3,6,6.43,6.5,3.93,60.8,61.0,5229
27992,1,1.23,5,3,10,6.87,6.92,4.23,61.3,57.0,8431
27993,1,1.07,3,4,6,6.56,6.6,4.01,60.9,58.0,6355
27996,1,1.01,3,3,5,6.31,6.35,4.02,63.5,57.0,4659
27997,1,1.04,3,4,7,6.5,6.55,4.03,61.8,58.0,7049
27998,1,1.07,4,4,7,6.59,6.53,4.07,62.0,58.0,6730
28000,1,0.3,5,1,6,4.31,4.33,2.66,61.6,56.0,384
28001,1,0.39,4,4,7,4.69,4.65,2.88,61.7,62.0,951
28004,1,0.3,5,3,7,4.37,4.33,2.67,61.4,54.0,675
28006,1,1.02,3,6,6,6.36,6.41,3.99,62.5,57.0,6816
28014,1,0.33,5,4,7,4.44,4.41,2.74,61.9,55.0,854
28016,1,1.2,4,3,5,6.73,6.7,4.19,62.4,59.0,5899
28019,1,0.5,4,4,7,5.23,5.09,3.14,60.9,58.0,1746
28022,1,0.39,5,2,5,4.67,4.69,2.92,62.4,54.0,534
28025,1,1.76,5,3,5,7.73,7.7,4.8,62.2,56.0,9974
28026,1,1.33,5,3,4,7.05,6.98,4.4,62.7,57.0,6480
28027,1,1.11,4,4,5,6.61,6.52,4.09,62.3,58.0,5408
28028,1,1.5,4,2,6,7.31,7.26,4.54,62.3,58.0,8820
28029,1,1.0,5,4,5,6.39,6.36,4.0,62.7,56.0,4824
28030,1,0.9,2,3,4,6.14,6.22,3.73,60.4,61.0,3114
28033,1,1.24,4,2,6,6.91,6.87,4.28,62.1,55.0,5889
28035,1,1.51,3,5,8,7.33,7.36,4.5,61.3,61.0,17203
28036,1,0.55,5,6,8,5.25,5.29,3.26,61.9,56.0,2374
28039,1,0.64,2,6,4,5.77,5.74,3.26,56.6,59.0,1080
28040,1,1.5,3,2,7,7.26,7.33,4.62,63.3,54.0,11879
28041,1,0.71,3,2,5,5.86,5.83,3.51,60.0,56.0,2502
28046,1,1.58,5,2,5,7.42,7.49,4.64,62.3,55.0,9457
28047,1,0.71,2,7,6,5.64,5.68,3.58,63.3,56.0,2788
28048,1,0.56,5,5,5,5.27,5.32,3.3,62.3,55.0,1436
28049,1,0.71,5,7,4,5.77,5.8,3.53,61.0,56.0,2505
28050,1,0.43,3,6,5,4.84,4.81,3.06,63.4,57.0,948
28052,1,0.32,5,6,6,4.43,4.38,2.71,61.5,55.0,900
28053,1,1.14,3,1,4,6.66,6.7,4.17,62.4,57.0,4470
28054,1,0.98,5,4,4,6.33,6.29,3.97,62.9,57.0,4116
28055,1,1.24,4,2,5,6.89,6.87,4.29,62.4,59.0,4791
28056,1,0.56,3,7,10,5.26,5.3,3.3,62.5,59.0,4025
28057,1,0.31,5,6,6,4.33,4.36,2.71,62.4,53.0,642
28058,1,0.53,3,6,6,5.18,5.21,3.2,61.6,57.0,1721
28060,1,0.31,5,3,7,4.34,4.38,2.73,62.6,55.0,544
28061,1,1.19,5,5,5,6.81,6.84,4.24,62.1,56.0,5937
28062,1,0.86,5,2,6,6.1,6.06,3.83,63.0,53.0,2706
28063,1,0.7,2,7,6,5.69,5.73,3.42,59.9,59.0,3561
28064,1,1.2,5,3,4,6.74,6.69,4.21,62.7,55.0,5578
28067,1,0.51,3,6,4,5.21,5.26,3.05,58.3,63.0,1265
28068,1,0.4,1,6,6,4.63,4.67,3.01,64.7,58.0,813
28069,1,1.51,3,4,4,7.25,7.29,4.54,62.4,56.0,9069
28070,1,0.56,5,7,5,5.36,5.31,3.23,60.5,57.0,1814
28071,1,0.34,5,4,6,4.47,4.5,2.78,62.0,56.0,596
28072,1,0.33,5,5,9,4.46,4.43,2.76,62.1,56.0,1062
28074,1,1.13,5,7,8,6.64,6.7,4.16,62.3,54.0,12788
28076,1,0.74,5,6,6,5.86,5.81,3.6,61.7,56.0,3315
28077,1,0.33,5,5,5,4.49,4.46,2.71,60.6,56.0,705
28078,1,0.42,4,5,8,4.83,4.86,2.92,60.3,59.0,1142
28079,1,1.03,5,3,5,6.53,6.47,4.03,62.0,57.0,5063
28080,1,1.01,3,5,5,6.41,6.47,3.99,62.0,56.0,5107
28081,1,1.0,4,6,6,6.43,6.43,3.89,60.0,60.0,6600
28082,1,0.91,4,3,5,6.27,6.15,3.74,60.2,52.0,2935
28083,1,0.31,5,5,6,4.35,4.38,2.69,61.6,56.0,583
28084,1,1.26,4,1,5,6.99,6.91,4.29,61.7,58.0,5207
28085,1,0.31,5,7,8,4.34,4.38,2.71,62.2,54.0,840
28087,1,0.56,4,5,6,5.36,5.34,3.19,59.6,58.0,1778
28088,1,0.43,5,4,4,4.89,4.87,2.99,61.3,56.0,935
28089,1,0.32,5,6,8,4.41,4.44,2.72,61.5,55.0,864
28090,1,2.0,2,7,4,7.93,7.88,5.04,63.8,57.0,10528
28091,1,0.38,5,5,7,4.66,4.63,2.89,62.1,55.0,1131
28092,1,0.7,4,4,6,5.83,5.8,3.38,58.1,55.0,2657
28093,1,1.01,5,4,6,6.4,6.45,3.99,62.1,57.0,6734
28095,1,1.06,3,3,5,6.4,6.51,4.04,62.6,58.0,5020
28096,1,1.5,3,4,4,7.29,7.25,4.59,63.1,57.0,9384
28098,1,1.29,5,3,7,6.97,7.02,4.32,61.8,56.0,9273
28099,1,1.5,1,1,4,7.07,7.03,4.62,65.5,60.0,5268
28101,1,1.53,5,5,5,7.38,7.31,4.59,62.5,57.0,11525
28103,1,0.34,5,6,6,4.46,4.42,2.76,62.2,57.0,829
28104,1,1.23,4,5,5,6.83,6.76,4.25,62.5,58.0,5641
28105,1,1.0,1,5,5,6.27,6.2,4.08,65.4,59.0,4798
28106,1,0.34,5,6,7,4.47,4.44,2.78,62.4,55.0,1033
28107,1,0.31,5,4,10,4.37,4.39,2.7,61.7,55.0,871
28109,1,0.42,5,2,7,4.83,4.86,2.98,61.5,55.0,771
28110,1,1.5,2,5,6,7.18,7.13,4.64,64.0,56.0,10134
28113,1,0.73,5,3,9,5.81,5.78,3.57,61.6,57.0,3005
28114,1,0.31,3,3,6,4.39,4.42,2.63,59.7,61.0,489
28115,1,1.35,5,3,6,7.13,7.17,4.35,60.8,56.0,9462
28116,1,0.35,5,5,6,4.57,4.54,2.83,62.1,56.0,906
28118,1,0.82,4,3,5,6.11,6.07,3.65,59.9,57.0,2721
28119,1,0.53,5,7,6,5.26,5.2,3.2,61.2,57.0,1956
28122,1,0.92,3,1,6,6.26,6.31,3.83,60.9,62.0,3146
28123,1,1.01,4,5,8,6.46,6.42,3.98,61.8,59.0,8470
28124,1,0.34,5,5,8,4.66,4.61,2.74,59.1,57.0,1071
28125,1,1.01,3,6,6,6.41,6.47,3.92,60.9,57.0,6399
28127,1,0.4,5,4,4,4.75,4.77,2.94,61.8,56.0,654
28128,1,0.7,3,6,5,5.79,5.73,3.42,59.4,63.0,2481
28129,1,1.56,2,5,4,7.82,7.67,4.45,57.5,58.0,9784
28133,1,2.02,3,7,4,7.99,8.06,5.0,62.3,56.0,17263
28134,1,0.86,5,3,4,6.12,6.14,3.79,61.8,55.0,2892
28137,1,2.04,4,4,5,8.3,8.15,4.96,60.7,62.0,15217
28138,1,0.47,3,6,7,4.97,5.03,3.09,61.8,58.0,1566
28139,1,0.38,3,3,6,4.64,4.66,2.92,62.8,55.0,700
28140,1,0.34,5,7,9,4.49,4.54,2.79,61.8,54.0,1272
28142,1,0.84,4,6,4,6.19,6.14,3.65,59.2,59.0,3086
28145,1,1.04,5,3,6,6.64,6.58,3.92,59.3,57.0,5416
28146,1,0.7,3,3,5,5.59,5.64,3.54,63.0,55.0,2048
28147,1,0.9,2,5,4,6.23,6.35,3.64,57.9,62.0,3470
28148,1,1.14,3,3,6,6.78,6.81,4.07,59.9,57.0,5053
28150,1,0.41,5,1,7,4.81,4.85,2.91,60.2,57.0,647
28151,1,0.39,5,4,9,4.66,4.7,2.9,62.0,56.0,978
28152,1,0.57,5,3,10,5.3,5.33,3.3,62.2,56.0,2195
28154,1,0.4,5,6,9,4.76,4.74,2.93,61.7,55.0,1824
28155,1,1.0,5,3,3,6.44,6.41,3.94,61.3,57.0,3136
28156,1,0.7,4,5,4,5.81,5.74,3.5,60.6,57.0,1806
28157,1,0.5,2,4,8,5.06,5.03,3.22,63.8,56.0,1806
28158,1,0.3,3,3,9,4.24,4.27,2.68,63.0,56.0,684
28159,1,0.71,4,5,6,5.75,5.72,3.55,61.9,59.0,2686
28164,1,1.12,3,3,4,6.63,6.68,4.15,62.4,55.0,4538
28165,1,1.23,5,2,9,6.9,6.83,4.26,62.1,57.0,7117
28166,1,0.27,5,7,6,4.19,4.21,2.53,60.2,57.0,470
28168,1,2.37,5,1,6,8.52,8.58,5.32,62.2,57.0,16059
28169,1,0.34,5,5,6,4.51,4.47,2.79,62.1,56.0,880
28170,1,1.52,5,1,5,7.37,7.41,4.57,61.9,56.0,8131
28171,1,0.73,3,6,4,5.76,5.71,3.62,63.2,60.0,2335
28173,1,0.7,3,3,7,5.62,5.67,3.53,62.5,61.0,2453
28174,1,0.34,5,4,5,4.51,4.48,2.82,62.7,57.0,607
28175,1,0.9,4,7,5,6.19,6.05,3.76,61.4,62.0,4407
28176,1,1.51,2,3,4,7.29,7.37,4.47,61.0,56.0,8243
28177,1,1.5,3,3,6,7.37,7.43,4.56,61.6,55.0,10558
28178,1,0.7,5,1,5,5.72,5.74,3.56,62.1,54.0,1815
28179,1,1.6,4,5,4,7.51,7.46,4.63,61.8,57.0,6899
28183,1,0.32,4,3,10,4.35,4.39,2.7,61.8,58.0,763
28184,1,1.01,3,3,6,6.46,6.39,3.96,61.6,60.0,5204
28185,1,0.74,3,4,4,5.75,5.77,3.63,63.0,56.0,2277
28187,1,0.45,5,4,9,4.93,4.96,3.05,61.7,56.0,1297
28188,1,0.72,4,4,8,5.8,5.87,3.54,60.7,60.0,2679
28190,1,1.51,3,5,6,7.22,7.28,4.58,63.2,56.0,13080
28191,1,0.7,5,5,7,5.77,5.73,3.51,61.0,55.0,2874
28192,1,0.55,5,5,7,5.28,5.24,3.23,61.4,55.0,1901
28193,1,1.04,5,7,5,6.55,6.51,4.03,61.7,57.0,5952
28194,1,0.41,3,4,5,4.77,4.84,2.9,60.4,58.0,735
28195,1,1.03,5,3,8,6.45,6.51,4.05,62.4,53.0,6560
28197,1,1.09,5,7,7,6.63,6.59,4.12,62.3,56.0,9650
28198,1,0.3,5,5,10,4.34,4.37,2.69,61.8,54.0,886
28202,1,0.51,3,7,7,5.07,5.1,3.22,63.3,57.0,1882
28206,1,0.7,2,3,5,5.57,5.61,3.46,61.9,62.0,2088
28208,1,0.71,5,5,7,5.7,5.74,3.54,61.9,56.0,3710
28209,1,0.56,5,6,4,5.32,5.34,3.3,61.9,55.0,1296
28212,1,0.33,5,2,8,4.48,4.51,2.74,61.0,56.0,722
28213,1,0.35,5,4,9,4.54,4.58,2.82,61.8,54.5,853
28214,1,1.62,3,3,5,7.38,7.51,4.7,63.1,56.0,10567
28215,1,0.73,3,7,9,5.7,5.73,3.53,61.8,61.0,4716
28217,1,1.01,3,6,7,6.39,6.45,3.99,62.1,58.0,6997
28218,1,0.7,4,7,7,5.69,5.64,3.54,62.5,59.0,3365
28219,1,0.71,4,3,8,5.73,5.7,3.54,61.9,59.0,2498
28221,1,0.41,5,4,7,4.8,4.78,2.94,61.4,55.0,961
28223,1,0.72,5,4,6,5.74,5.78,3.55,61.7,56.0,3012
28225,1,0.51,5,7,6,5.14,5.11,3.2,62.4,55.0,1882
28226,1,0.91,3,3,6,6.16,6.13,3.88,63.1,59.0,3853
28227,1,0.9,2,6,5,6.12,6.22,3.92,63.5,55.0,3570
28229,1,2.07,4,2,5,8.15,8.09,5.11,62.9,59.0,16392
28230,1,0.5,2,7,5,5.25,5.2,2.99,57.2,60.0,1190
28233,1,2.02,4,5,4,8.07,7.99,4.99,62.1,56.0,18678
28234,1,0.39,4,6,4,4.65,4.62,2.92,63.0,61.0,834
28235,1,0.53,5,5,7,5.22,5.2,3.22,61.8,56.0,1908
28238,1,0.49,4,7,8,5.26,5.14,3.06,58.8,60.0,1940
28239,1,2.01,3,3,4,7.94,8.03,5.01,62.7,60.0,14768
28241,1,0.71,4,7,6,5.65,5.61,3.52,62.5,60.0,2770
28242,1,0.56,5,1,6,5.32,5.34,3.27,61.4,56.0,1131
28243,1,0.54,5,4,9,5.18,5.23,3.24,62.2,56.0,2080
28244,1,1.5,2,6,4,7.18,7.24,4.54,63.0,59.0,8910
28245,1,1.7,3,4,6,7.63,7.67,4.71,61.6,58.0,16086
28247,1,1.27,4,4,7,6.99,7.03,4.28,61.1,60.0,9371
28248,1,0.43,4,4,7,4.92,4.89,2.99,61.0,58.0,1008
28250,1,1.54,5,3,4,7.43,7.35,4.57,61.8,57.0,6095
28253,1,0.7,4,2,6,5.68,5.71,3.46,60.8,59.0,2154
28255,1,0.34,5,6,5,4.48,4.51,2.73,60.7,57.0,596
28256,1,0.31,2,6,5,4.29,4.32,2.73,63.4,55.0,544
28257,1,0.34,5,5,4,4.5,4.52,2.79,61.9,57.0,438
28258,1,1.01,2,3,4,6.32,6.29,3.97,63.0,61.0,4865
28259,1,1.04,4,3,4,6.49,6.4,4.02,62.4,58.0,3611
28263,1,0.58,4,6,7,5.35,5.3,3.31,62.2,58.0,2297
28264,1,0.7,5,5,5,5.75,5.72,3.5,61.0,56.0,2700
28266,1,2.0,3,6,4,7.94,8.0,5.01,62.9,56.0,16064
28268,1,1.1,5,5,7,6.63,6.66,4.09,61.5,56.0,9669
28269,1,1.1,4,6,5,6.75,6.66,4.07,60.7,55.0,6098
28270,1,1.31,4,5,5,6.98,7.02,4.38,62.6,58.0,7625
28271,1,0.31,5,7,8,4.37,4.39,2.67,61.0,56.0,853
28274,1,0.52,2,4,7,5.08,5.12,3.26,63.9,56.0,1576
28276,1,0.36,4,2,6,4.57,4.52,2.8,61.6,58.0,648
28277,1,0.23,3,5,8,3.94,3.97,2.43,61.4,56.0,583
28278,1,0.74,5,6,5,5.84,5.8,3.59,61.7,56.0,2779
28279,1,1.36,4,1,6,7.09,7.06,4.38,61.9,59.0,6626
28280,1,1.01,3,4,8,6.32,6.47,3.92,61.3,61.0,6354
28281,1,1.29,4,5,5,6.97,6.91,4.34,62.5,60.0,7730
28282,1,0.23,4,7,6,4.06,3.98,2.35,58.5,61.0,411
28283,1,1.27,5,2,3,6.91,6.86,4.29,62.3,56.0,3328
28284,1,0.98,3,4,4,6.33,6.37,3.95,62.2,57.0,4542
28285,1,0.31,5,3,9,4.35,4.38,2.69,61.6,55.0,707
28288,1,1.2,5,2,8,6.75,6.79,4.26,62.9,55.0,7079
28289,1,1.01,3,4,7,6.42,6.5,4.0,61.9,58.0,6152
28290,1,0.41,4,5,7,4.74,4.78,2.91,61.1,58.0,1007
28291,1,0.32,5,2,7,4.46,4.44,2.71,60.9,56.0,648
28292,1,0.79,5,6,5,5.97,5.89,3.67,61.9,55.0,3256
28293,1,0.35,4,3,8,4.46,4.5,2.81,62.7,58.0,706
28294,1,0.66,2,5,6,5.55,5.6,3.43,61.5,60.8,2275
28295,1,0.54,5,2,10,5.21,5.26,3.27,62.5,55.0,1763
28297,1,0.33,5,5,4,4.44,4.49,2.78,62.3,55.0,450
28299,1,1.01,3,2,7,6.32,6.39,4.03,63.4,57.0,5041
28300,1,1.01,2,6,6,6.34,6.38,3.89,61.2,62.0,5972
28301,1,0.6,5,3,7,5.4,5.42,3.33,61.6,56.0,1820
28302,1,0.55,5,7,7,5.26,5.29,3.24,61.4,57.0,2054
28303,1,0.58,5,5,8,5.37,5.41,3.33,61.8,56.0,2263
28304,1,0.3,5,7,6,4.3,4.27,2.67,62.3,56.0,911
28305,1,0.3,4,4,8,4.29,4.27,2.68,62.6,58.0,878
28306,1,1.1,5,7,8,6.67,6.73,4.09,61.0,56.0,10410
28307,1,1.23,5,1,6,6.9,6.95,4.26,61.5,57.0,5217
28308,1,1.31,5,4,6,7.08,7.05,4.37,61.9,56.0,9085
28309,1,1.02,4,5,5,6.46,6.38,4.0,62.3,58.0,5398
28310,1,0.71,2,2,9,5.67,5.71,3.61,63.4,57.0,2549
28311,1,1.52,3,2,5,7.46,7.49,4.48,59.9,60.0,9290
28312,1,0.72,3,6,4,5.66,5.64,3.58,63.4,58.0,2608
28313,1,0.32,5,4,9,4.38,4.42,2.73,62.0,57.0,842
28314,1,0.28,3,4,6,4.16,4.19,2.59,62.0,56.0,427
28315,1,0.78,5,5,6,5.91,5.88,3.67,62.3,56.0,3531
28316,1,0.3,2,7,6,4.25,4.21,2.71,64.1,57.0,608
28317,1,0.4,5,7,5,4.81,4.77,2.91,60.8,57.0,990
28318,1,0.3,2,2,7,4.2,4.23,2.67,63.3,59.0,473
28320,1,2.03,5,4,4,8.16,8.21,5.0,61.1,57.0,17182
28323,1,0.41,5,7,7,4.8,4.83,2.95,61.3,54.0,1151
28324,1,0.3,5,6,6,4.3,4.32,2.64,61.3,58.0,621
28326,1,0.91,3,4,4,6.27,6.32,3.78,60.0,57.0,3531
28328,1,0.41,5,3,6,4.83,4.86,2.94,60.7,55.0,1163
28331,1,1.04,3,3,4,6.4,6.49,4.02,62.4,58.0,3546
28332,1,1.17,5,1,7,6.68,6.63,4.16,62.5,57.0,5242
28333,1,1.2,5,4,6,6.84,6.78,4.23,62.1,56.0,7741
28334,1,1.01,3,6,6,6.3,6.26,3.96,63.1,60.0,6335
28335,1,1.01,2,5,8,6.3,6.34,3.96,62.7,61.0,7915
28336,1,1.71,3,2,6,7.52,7.58,4.74,62.8,59.0,11850
28339,1,0.3,3,3,4,4.26,4.22,2.69,63.4,55.0,422
28341,1,1.22,5,4,9,6.86,6.9,4.23,61.5,56.0,12081
28343,1,0.41,4,7,4,4.78,4.75,2.99,62.7,58.0,876
28344,1,0.33,5,4,10,4.46,4.42,2.72,61.3,57.0,1052
28345,1,0.53,5,4,7,5.24,5.21,3.22,61.6,57.0,1727
28346,1,0.33,5,4,7,4.48,4.44,2.76,61.9,56.0,854
28347,1,1.06,5,7,7,6.49,6.54,4.04,62.0,57.0,9625
28348,1,1.08,5,7,4,6.58,6.62,4.07,61.6,57.0,5256
28349,1,1.21,5,2,7,6.83,6.87,4.22,61.5,56.0,6691
28351,1,2.22,5,1,4,8.33,8.29,5.22,62.8,57.0,13703
28353,1,2.16,5,2,5,8.28,8.3,5.14,62.0,56.0,18029
28355,1,0.76,5,2,8,5.85,5.87,3.62,61.8,56.0,2788
28356,1,1.16,4,6,7,6.89,6.87,4.04,58.7,58.0,8346
28358,1,0.6,2,1,7,5.5,5.57,3.26,58.9,60.5,1306
28359,1,0.7,3,3,4,5.74,5.77,3.45,59.9,57.0,2034
28360,1,0.34,4,7,6,4.52,4.55,2.69,59.3,58.0,805
28363,1,0.44,4,5,8,4.89,4.85,3.0,61.6,58.0,1253
28366,1,0.82,5,5,4,6.0,6.12,3.74,61.7,53.0,2841
28367,1,0.51,5,4,8,5.12,5.1,3.2,62.6,57.0,1974
28368,1,1.05,4,6,4,6.59,6.55,3.97,60.4,58.0,4742
28370,1,1.02,3,5,6,6.36,6.38,4.03,63.3,58.0,6007
28375,1,1.05,2,2,6,6.42,6.47,4.07,63.1,58.0,4529
28376,1,0.57,4,7,5,5.27,5.23,3.31,63.0,59.0,1949
28378,1,0.41,5,6,7,4.81,4.85,2.92,60.5,58.0,997
28379,1,0.49,4,6,4,5.11,5.07,3.1,60.9,57.0,1011
28381,1,0.3,5,7,9,4.34,4.36,2.66,61.1,57.0,1000
28382,1,1.01,4,3,6,6.45,6.47,3.95,61.2,59.0,4959
28383,1,1.26,4,3,5,7.0,6.97,4.26,61.0,55.0,5631
28384,1,1.28,5,1,5,7.02,6.96,4.28,61.2,57.0,4967
28386,1,1.09,5,3,5,6.59,6.68,4.14,62.4,55.0,4784
28387,1,1.04,2,2,4,6.51,6.45,3.88,59.9,64.0,2970
28388,1,0.41,3,4,5,4.76,4.8,2.88,60.3,60.0,719
28390,1,0.92,3,4,4,6.34,6.36,3.77,59.4,62.0,3618
28392,1,0.32,5,7,8,4.41,4.46,2.73,61.6,54.0,809
28393,1,1.0,4,4,4,6.36,6.3,3.97,62.7,59.0,4170
28394,1,0.56,3,3,4,5.26,5.21,3.27,62.0,63.0,956
28395,1,0.7,5,5,5,5.72,5.75,3.54,61.7,54.0,2662
28397,1,1.0,4,5,4,6.46,6.42,3.86,59.9,61.0,4333
28398,1,2.04,5,4,5,8.12,8.16,5.04,61.9,58.0,18153
28399,1,1.01,5,4,5,6.37,6.3,3.98,62.9,57.0,4004
28400,1,0.51,5,5,6,5.17,5.19,3.14,60.6,56.0,1569
28401,1,0.51,5,3,5,5.14,5.18,3.18,61.6,55.0,1222
28402,1,0.52,2,7,6,5.09,5.16,3.25,63.4,56.0,1701
28403,1,0.9,2,3,7,6.1,6.13,3.88,63.5,59.0,4309
28405,1,0.31,5,5,7,4.37,4.39,2.66,60.7,56.0,695
28406,1,0.5,5,7,8,5.2,5.15,3.14,60.7,57.0,2376
28407,1,0.31,3,4,5,4.39,4.42,2.66,60.4,58.0,462
28408,1,0.25,3,6,8,4.03,4.06,2.47,61.1,61.0,533
28409,1,0.95,5,6,4,6.26,6.35,3.92,62.2,56.0,4068
28412,1,0.41,2,4,4,4.75,4.7,3.01,63.7,55.0,732
28413,1,0.31,3,7,4,4.3,4.35,2.71,62.7,59.0,462
28414,1,0.53,4,6,6,5.21,5.18,3.2,61.6,57.0,1813
28416,1,1.34,4,4,4,7.08,7.0,4.38,62.2,56.0,6581
28418,1,1.02,4,7,6,6.42,6.37,4.02,62.9,60.0,7389
28419,1,1.02,3,7,5,6.41,6.35,4.03,63.2,58.0,5198
28421,1,0.32,4,4,6,4.44,4.41,2.69,60.8,59.0,720
28422,1,1.0,3,4,5,6.31,6.37,3.97,62.6,57.0,4413
28423,1,0.32,4,6,3,4.38,4.42,2.68,60.9,58.0,345
28425,1,2.02,4,4,4,8.21,8.29,4.96,60.1,59.0,16944
28426,1,1.21,4,5,7,6.77,6.7,4.21,62.5,60.0,8879
28427,1,1.57,5,4,5,7.51,7.44,4.61,61.7,55.0,8752
28428,1,0.9,1,6,5,6.05,6.02,3.92,65.0,61.0,3332
28429,1,0.33,4,4,8,4.43,4.39,2.71,61.5,62.0,901
28430,1,0.73,3,5,6,5.9,5.81,3.45,58.9,60.0,2503
28431,1,0.31,5,6,7,4.4,4.37,2.65,60.4,57.0,942
28434,1,0.55,3,1,6,5.23,5.29,3.31,62.9,54.0,1179
28435,1,0.54,3,7,6,5.21,5.17,3.28,63.2,55.0,1786
28437,1,0.31,5,3,7,4.32,4.34,2.67,61.7,57.0,544
28438,1,0.23,2,6,8,3.85,3.91,2.46,63.4,61.0,485
28439,1,0.73,4,5,5,5.81,5.77,3.51,60.6,59.0,2190
28441,1,0.53,3,4,7,5.15,5.13,3.25,63.2,55.0,1727
28442,1,1.27,3,2,6,6.87,6.82,4.33,63.3,63.0,6031
28443,1,0.55,4,7,6,5.33,5.28,3.27,61.6,56.0,1894
28444,1,0.24,3,7,9,4.04,4.1,2.41,59.2,59.0,478
28446,1,0.54,5,5,6,5.25,5.2,3.28,62.8,57.0,1621
28447,1,0.56,5,4,7,5.36,5.33,3.24,60.6,56.0,1915
28448,1,1.0,5,5,5,6.41,6.36,3.95,61.9,56.0,5292
28449,1,0.32,5,6,7,4.43,4.4,2.73,61.8,55.0,972
28451,1,0.6,3,3,9,5.43,5.46,3.35,61.5,56.0,2142
28453,1,0.3,5,4,10,4.34,4.37,2.65,61.0,56.0,844
28454,1,2.01,5,1,5,8.08,8.03,5.0,62.1,56.0,12048
28456,1,0.4,5,2,10,4.73,4.7,2.94,62.4,56.0,1050
28457,1,1.0,2,5,6,6.29,6.25,4.03,64.0,59.0,5864
